Sentiment,HelpFul,Title,Review
5,1,They a tad bit heavy,Love them. They can totally black out the room in daylight hours with a cool back light effect.  We use them for night time at home as we have blinds and we like to roll casual. The design is so cool. They look just like the picture- Makes our room look great! I would buy them again I love them that much!!
5,0,Great quality and look,I bought the african sunset and it looks great in my living room. I have a large window and the curtains do a great job at covering the whole window as well as keeping out sunlight because near sundown the sun is shining directly in my living room for about 2 hours which used to make it hot before I bought these. They feel  very good to the touch and you can tell they are made from high quality  material. The image is clear just like the picture shown.
5,1,Well Made Unique and Fun,I was not expecting much but I’m very pleasantly surprised and impressed.  Now I have to buy more of these for the other bedrooms!!!
5,4,Look great,"This image is with full morning sun behind them. In more indirect light, there is a softer glow."
4,2,the color is just a little off but overall we are happy and I would buy again,"My daughter loves them, the color is just a little off but overall we are happy and I would buy again."
5,0,I'm so happy!!!,"Love, love, love these curtains! They are absolutely perfect for our bedroom. The colors are marvelous and the price was very good. When I wake up in the morning and look at them, I feel I just have to walk a couple steps to get in the water. What a view I have!!!"
5,0,Eye-catching!,I was looking for something unique that could double as artwork in my open livingroom with a big picture window. This company and these curtains totally fit the bill. I am unsure if they will launder well. I've gotten lots of compliments from friends and family asking where I got them. This was a great purchase for an eye-catching product at the fraction of the price of some plain-jane curtains.
5,1,This looks beautiful and really brightens up the living room with color,"This looks beautiful and really brightens up the living room with color, especially with the sun behind it. Still blocks light efficiently."
5,0,Awesome!,Love these curtains!
5,0,Soft scene for the window!,This curtain hangs well and looks great. The greys are soft and the effect is very nice.
5,0,Five Stars,"They look great, I just wish it were easier to get the wrinkles out."
2,0,Not like picture,Color and sharpness is way off from picture not what I was expecting at all
5,0,Happy customer,Awesome quality
5,1,beautiful,"these are so beautiful , they are worth every penny ,great for any Egyptian room :)"
5,5,"Beautiful clear picture, no smell","I'm so happy with my curtains!! The material is not thick, but not thin. The picture is clear and so looks real. Light filters through (first picture from morning light) which nicely highlights the street scene. 90"" was long for my glass doors,  but I do not care. The rod is moved higher so I have more of the picture scene to display! No need to iron. Arrived quicker than arrival date. No smell. Love these!!"
5,2,Very impressed!,"Great quality, beautiful realistic looking as shown sunset over the ocean , full light coverage, thick , but silky fabric , thank you !"
4,1,Very nice curtains but the detail is not as good as ...,Very nice curtains but the detail is not as good as I was expecting but for my young daughter they will be perfect
4,0,Not as dark as shown.,These curtains are wonderful.  They are not as darkly printed as in the picture.  But they have a good weight and filter light beautifully.
2,0,One Panel Received,"only received one panel. ""sad face""  But otherwise I like it."
1,1,Do not buy!,starting to come apart and only had it a few months
5,0,LOVE these curtains!!,"Love these curtains!! They're very good quality. You can't see through them, yet they let the sunshine in. When we don't get to the beach it seems like we're already at the beach."
1,0,One Star,"Not very opaque, washed out the colors of the print with the setting sun."
5,0,Curtains,A little high on the cost but good quality
5,0,Five Stars,love it
5,0,Great,Really nice for my office devider
3,6,... chose these curtains b/c it is hard to find nice patterns but unfortunately they are not of great quality,"I chose these curtains b/c it is hard to find nice patterns but unfortunately they are not of great quality. The colors are definitely not as vibrant as they may seem on the picture but the print is still attractive. I ordered the 84 inch length and it is 79 inch so I have to move the curtain rods down, which is a pain b/c of patching and painting the holes afterwards. The material feels more like plastic than satin, not very nice. When the curtains are drawn in the wrinkles this causes remain throughout the curtain and are quite visible when drawn out in the evening. So it always looks like its in dire need of ironing, which you cannot really do with plastic... The stitching is not great either. The trim in the middle where the patterns meet is not the same width on the right and left sides which is again quite visible b/c the thread and back-folded fabric shows through the light colors of the pattern. It is probably less visible with a darker background. I have come very close to returning this curtain for the above reasons but I would not know what to exchange it to b/c the others that have similarly nice and unusual patterns ship from China that takes over a month and not sure how easy it would be to return those if they have similar issues. All in all it is not worth $65."
5,4,Worth the price!,This curtain panel set is beautiful.  The picture is very clear.  I swear I can see people in the windows with a magnifying glass.  I washed them on cold gentle cycle and dried them for 20 minutes on low and they look amazing.  I did sew a 1/2 inch seam across the top so the curtain would sit up just a little off the rod and not be flush on top of the rod.  They arrived quickly and well protected.
1,12,Very thin and cheap,Wrong size. Colors are absolutely nothing like the picture. It look like a cheap copy of the real curtain. I want my money back. Returning them asap. I need 63 inches long like I purchased.
1,1,One Star,color doesn't look like in the picture
4,0,Thin but ok,"Looked similar to the picture, and even though the material seems kind of thin they block out the light pretty good."
5,0,Watch and read what you buy,I thought it was a real bar door sorry
5,0,Very Pretty,Love these curtains they are beautiful at night. They look like the light is glowing.
5,0,Nice quality,Cute
3,0,They are cool,The pic looks more realistic than in person but they are still cool
4,0,Great quality,Great quality and looks just like picture
